,SIGLAS,DEPENDENCIA,CLAVEUC,NOMBRE_DE_LA_UC,RESPONSABLE,NUMERO_EXPEDIENTE,TITULO_EXPEDIENTE,PLANTILLA_EXPEDIENTE,NUMERO_PROCEDIMIENTO,EXP_F_FALLO,PROC_F_PUBLICACION,FECHA_APERTURA_PROPOSICIONES,CARACTER,TIPO_CONTRATACION,TIPO_PROCEDIMIENTO,FORMA_PROCEDIMIENTO,CODIGO_CONTRATO,TITULO_CONTRATO,FECHA_INICIO,FECHA_FIN,IMPORTE_CONTRATO,MONEDA,ESTATUS_CONTRATO,ARCHIVADO,RAMO,CLAVE_PROGRAMA,APORTACION_FEDERAL,FECHA_CELEBRACION,CONTRATO_MARCO,COMPRA_CONSOLIDADA,PLURIANUAL,CLAVE_CARTERA_SHCP,ESTRATIFICACION_MUC,PROVEEDOR_CONTRATISTA,ESTRATIFICACION_MPC,ESTATUS_EMPRESA,CUENTA_ADMINISTRADA_POR,ANUNCIO
APF,API-Salina Cruz,"Administración Portuaria Integral de Salina Cruz, S.A. de C.V.",009J3G001,API-Salina Cruz-Departamento de Recursos Materiales,Francisco Heredia Salazar,743430,SERVICIO INTEGRAL DE LIMPIEZA Y FUMIGACION,01. Licitación Pública Nacional LAASSP,LA-009J3G001-N1-2015,2015-02-16 00:00:00 GMT,2015-01-22 18:02,2015-02-06 11:00,Nacional,Servicios,Licitación Pública,Electrónica,704759,SERVICIO INTEGRAL DE LIMPIEZA Y FUMIGACION,2015-03-01,2016-12-31,1359600,MXN,Activo,No,,,,2015-02-25 00:00:00 GMT,0,0,1,,No MIPYME,LAVA TAP DE CHIAPAS,No MIPYME,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=506681
APF,API-Salina Cruz,"Administración Portuaria Integral de Salina Cruz, S.A. de C.V.",009J3G001,API-Salina Cruz-Departamento de Recursos Materiales,Francisco Heredia Salazar,766782,SERVICIOS PROFESIONALES EN MATERIA DE INFORMATICA,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3G001-N3-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,694062,SERVICIOS PROFESIONALES EN MATERIA DE INFORMATICA ,2015-01-26,2015-12-31,180000,MXN,Activo,No,,,,2015-01-23 00:00:00 GMT,0,0,0,,No MIPYME,JOSE ANTONIO ALVAREZ ZARATE,Micro,Habilitado,PoC,
APF,API-Salina Cruz,"Administración Portuaria Integral de Salina Cruz, S.A. de C.V.",009J3G001,API-Salina Cruz-Departamento de Recursos Materiales,Francisco Heredia Salazar,766948,SERVICIOS PROFESIONALES EN MATERIA DE CONSULTORIA FISCAL,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3G001-N4-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,694200,SERVICIOS PROFESIONALES EN MATERIA DE CONSULTORIA FISCAL ,2015-01-01,2015-12-31,381600,MXN,Activo,No,,,,2014-12-31 00:00:00 GMT,0,0,0,,No MIPYME,CONSULTORA STC SC,Micro,Habilitado,PoC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,810295,ADQUISICION DE MESAS DE TRABAJO PARA INSTALACIONES ADUANA (RECINTO FISCALIZADO),07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N83-2015,,2015-05-05 15:39,2015-05-06 10:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Mixta,738578, - ADQUISICION DE MESAS DE TRABAJO PARA INSTALACIONES ADUANA (RECINTO FISCALIZADO),2015-05-10,2015-05-11,31800,MXN,Expirado,No,,,,,0,0,0,,Pequeña,GERARDO JOSE CASTIL VENEGAS,Pequeña,Habilitado,PoC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,809824,MANTTO. CORRECTIVO API-MEM-089 TRACTOR ARRASTRE,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N81-2015,,2015-05-04 15:12,2015-05-05 10:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,735439,MANTTO. CORRECTIVO API-MEM-089 TRACTOR ARRASTRE,2015-05-04,2015-05-06,21895,MXN,Expirado,No,,,,,0,0,0,,Pequeña,OLGA MARGARITA CASTRO ESPINOZA,,Habilitado,UC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,809812,SERV. DE ELABORACION STAND Y SERV. EDECANES EXPOCERES 2015,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N79-2015,,2015-05-04 15:02,2015-05-05 10:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,735424,SERV. DE ELABORACION STAND Y SERV. EDECANES EXPOCERES 2015,2015-05-04,2015-05-06,25000,MXN,Expirado,No,,,,,0,0,0,,Pequeña,"GRUPO CDEX, SAPI DE CV",,Habilitado,UC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,809817,ZAPATO INDUSTRIAL PARA PERSONAL PLANTA,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N80-2015,,2015-05-04 15:06,2015-05-05 10:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Mixta,735429, ZAPATO INDUSTRIAL PARA PERSONAL PLANTA,2015-05-04,2015-05-06,22785,MXN,Expirado,No,,,,,0,0,0,,Pequeña,ZAPATERIAS SUPER SA DE CV,Mediana,Habilitado,PoC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,809833,ADQUISICIÓN DE EQUIPO DE AIRES ACONDICIONADO RECINTO FISCALIZADO ,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N82-2015,,2015-05-04 15:24,2015-05-05 10:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Mixta,735441,ADQUISICIÓN DE EQUIPO DE AIRES ACONDICIONADO RECINTO FISCALIZADO Contenido principalContenido principal,2015-05-04,2015-05-06,46684.48,MXN,Expirado,No,,,,,0,0,0,,Pequeña,LUZ GABRIELA SANCHEZ LOPEZ,Mediana,Habilitado,PoC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,809809,MANTENIMIENTO Y RECARGA DE EXTINTORES 2015,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N78-2015,,2015-05-04 14:58,2015-05-05 10:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,735417, MANTENIMIENTO Y RECARGA DE EXTINTORES 2015,2015-05-04,2015-05-06,37650,MXN,Expirado,No,,,,,0,0,0,,Pequeña,JOSE ANTONIO BORBON GUTIERREZ,Mediana,Habilitado,PoC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,809091,UNIFORMES SECRETARIALES PERS. FEM. TEMP. PRIMAVERA-VER-2015,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N77-2015,,2015-04-30 16:01,2015-05-04 10:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Mixta,734873, UNIFORMES SECRETARIALES PERS. FEM. TEMP. PRIMAVERA-VER-2015,2015-05-03,2015-05-05,60300,MXN,Expirado,No,,,,,0,0,0,,Pequeña,BEATRIZ PEÑA BARBEITIA,,Habilitado,UC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,777922,"ADQUISICION DE LANCHA PATRULLA, MOTOR MARINO Y REVIATE",01. Licitación Pública Nacional LAASSP,LA-009J2W001-N75-2015,2015-03-31 00:00:00 GMT,2015-03-12 17:42,2015-03-27 10:00,Nacional,Adquisiciones,Licitación Pública,Electrónica,723603,"ADQUISICION DE LANCHA PATRULLA, MOTOR MARINO Y REVIATE",2015-04-01,2015-05-27,829498,MXN,Activo,No,,,,,0,0,0,,Mediana,TECNOPESCA MEXICANA SA DE CV,Mediana,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=528365
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,774456,ELABORACION DE PROYECTO DE CONST. Y OPERACION INST. USOS MULTIPLES DENTRO DEL RP,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N71-2015,,2015-03-04 17:02,2015-03-05 11:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,701310,ELABORACION DE PROYECTO DE CONST. Y OPERACION INST. USOS MULTIPLES DENTRO DEL RP,2015-03-05,2015-03-05,85000,MXN,Expirado,No,,,,,0,0,0,,Mediana,"TYH CONSULTORES,",Pequeña,Habilitado,PoC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,774438,MANTTO. SIST. DE CIRCUITO CERRADO DE TELEVISIÓN (CCTV),07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N70-2015,,2015-03-04 16:52,2015-03-05 11:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,701296,MANTTO. SIST. DE CIRCUITO CERRADO DE TELEVISIÓN (CCTV),2015-03-05,2015-12-31,220000,MXN,Activo,No,,,,,0,0,0,,Mediana,SISTEMAS ELECTRONICOS DE COMUNICACION DE LOS MOCHIS SA DE CV,Micro,Habilitado,PoC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,774403,ASESORIA FISCAL 2015,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N66-2015,,2015-03-04 16:35,2015-03-05 11:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,701262,ASESORIA FISCAL 2015,2015-03-05,2015-12-31,158400,MXN,Activo,No,,,,,0,0,0,,Mediana,CONSULTORA STC SC,Micro,Habilitado,PoC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,774428,ASESORIA PARA DIAGNOSTICO ESTRUCTURA ACTUAL AREA OPERACIONES,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N68-2015,,2015-03-04 16:45,2015-03-05 11:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,701274,ASESORIA PARA DIAGNOSTICO ESTRUCTURA ACTUAL AREA OPERACIONES,2015-03-05,2015-04-01,160000,MXN,Expirado,No,,,,,0,0,0,,Mediana,CONSULTORES TRAINMAR Y ASOCIADOS SC,Pequeña,Habilitado,PoC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,774433,"ESTUDIO PROSPECTIVO EN MATERIA DE REC. HUMANOS, PROF. Y ORGANIZACION",07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N69-2015,,2015-03-04 16:49,2015-03-05 11:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,701284,"ESTUDIO PROSPECTIVO EN MATERIA DE REC. HUMANOS, PROF. Y ORGANIZACION",2015-03-05,2015-03-30,178000,MXN,Expirado,No,,,,,0,0,0,,Mediana,DECIRES COMUNICACION EMPRESARIAL SC,Micro,Habilitado,PoC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,772570,MANTTO. CORRECTIVO A BOYAS 2015,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N65-2015,,2015-03-02 14:05,2015-03-03 11:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,700143,MANTTO. CORRECTIVO A BOYAS 2015,2015-03-03,2015-03-03,23936.45,MXN,Expirado,No,,,,,0,0,0,,Pequeña,"DANAR CONSTRUCCIONES, S.A. DE C.V.",,Habilitado,UC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,770019,CURSO DE MANEJO DE NORMAS EN MATERIA DE MEDIO AMBIENTE 2015,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N64-2015,,2015-02-25 14:10,2015-02-27 11:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,699042,CURSO DE MANEJO DE NORMAS EN MATERIA DE MEDIO AMBIENTE 2015,2015-03-02,2015-03-02,22000,MXN,Expirado,No,,,,,0,0,0,,Pequeña,"CONSULTORA LMR BUSINESS, S.C.",,Habilitado,UC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,770014,HONORARIOS PROFESIONALES PARA CONTESTACION JUICIO DE NULIDAD 2015,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N63-2015,,2015-02-25 14:07,2015-02-27 11:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,699038,HONORARIOS PROFESIONALES PARA CONTESTACION JUICIO DE NULIDAD 2015,2015-03-02,2015-03-02,70000,MXN,Expirado,No,,,,,0,0,0,,Pequeña,ROBERTO LOPEZ  MONTENEGRO,,Habilitado,UC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,774466,LIMPIEZA DE FOSAS SEPTICAS DE 2015,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N73-2015,,2015-03-04 17:08,2015-03-05 11:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,701315,LIMPIEZA DE FOSAS SEPTICAS DE 2015,2015-03-01,2015-12-31,244200,MXN,Activo,No,,,,,0,0,0,,Mediana,"DRENAX, S.A. DE C.V.",,Habilitado,UC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,774421,MANTENIMIENTO DE EQUIPOS DE AIRE ACONDICIONADO 2015,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N67-2015,,2015-03-05 12:40,2015-03-11 11:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,704446,MANTENIMIENTO DE EQUIPOS DE AIRE ACONDICIONADO 2015,2015-02-28,2015-12-31,165495,MXN,Activo,No,,,,,0,0,0,,Pequeña,RUBEN DIAZ GOMEZ,,Habilitado,UC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,769993,ANALISIS CLINICOS PERSONAL ENTIDAD 2014,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N61-2015,,2015-02-25 13:56,2015-02-26 11:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,697564, ANALISIS CLINICOS PERSONAL ENTIDAD 2014,2015-02-26,2015-02-26,55200,MXN,Expirado,No,,,,,0,0,0,,Pequeña,"LABORATORIO DE ANALISIS CLINICOS ELAB-OCHOA, S.C.",,Habilitado,UC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,770002,MANTTO. PREVENTIVO BANDAS GRANELERAS 2014,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N62-2015,,2015-02-25 13:59,2015-02-26 11:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,697568,MANTTO. PREVENTIVO BANDAS GRANELERAS 2014,2015-02-26,2015-02-26,44178.15,MXN,Expirado,No,,,,,0,0,0,,Pequeña,ROSALVA ALEJANDRA DOMINGUEZ LOPEZ,,Habilitado,UC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,769916,"PRODUCCION Y EDICION DE SPOT ""PLAN NUEVO GUERRERO"" 2014",07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N55-2015,,2015-02-25 13:22,2015-02-26 11:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,697544," PRODUCCION Y EDICION DE SPOT ""PLAN NUEVO GUERRERO"" 2014",2015-02-26,2015-02-26,228448.28,MXN,Expirado,No,,,,,0,0,0,,Mediana,STREET MARKETING SOLUTIONS DE MEXICO S. A. DE C. V.,,Habilitado,UC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,769931,"PRODUCCION Y EDICION DE SPOT ""PRINCIPALES OBRAS DE LA SCT"" 2014.",07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N56-2015,,2015-02-25 13:25,2015-02-26 11:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,697547,"PRODUCCION Y EDICION DE SPOT ""PRINCIPALES OBRAS DE LA SCT"" 2014.",2015-02-26,2015-02-26,164612.93,MXN,Expirado,No,,,,,0,0,0,,Mediana,STREET MARKETING SOLUTIONS DE MEXICO S. A. DE C. V.,,Habilitado,UC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,769960,MANTTO. CORRECTIVO A MAQUINARIA API-MEM-074,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N59-2015,,2015-02-25 13:42,2015-02-26 11:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,697551,MANTTO. CORRECTIVO A MAQUINARIA API-MEM-074,2015-02-26,2015-02-26,72500,MXN,Expirado,No,,,,,0,0,0,,Pequeña,OLGA MARGARITA CASTRO ESPINOZA,,Habilitado,UC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,769944,"SEGURIDAD EN EL MAR, VERSION USO DE CHALECOS SALVAVIDAS",07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N57-2015,,2015-02-25 13:30,2015-02-26 11:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,697548,"SEGURIDAD EN EL MAR, VERSION USO DE CHALECOS SALVAVIDAS",2015-02-26,2015-02-26,118794.21,MXN,Expirado,No,,,,,0,0,0,,Mediana,R & E. PRO EQUIPMENT SA DE CV,Pequeña,Habilitado,PoC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,769949,ACTUALIZACION SUPERNOMINA VERSION 2015,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N58-2015,,2015-02-25 13:37,2015-02-26 11:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,697549,ACTUALIZACION SUPERNOMINA VERSION 2015,2015-02-26,2015-02-26,33582.39,MXN,Expirado,No,,,,,0,0,0,,Pequeña,MARTIN ALFONSO PEÑUÑURI ITURRIOS,,Habilitado,UC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,769968,LICENCIAS DE OFFICE,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N60-2015,,2015-02-25 13:45,2015-02-26 11:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,697552,LICENCIAS DE OFFICE,2015-02-26,2015-02-26,54779.8,MXN,Expirado,No,,,,,0,0,0,,Mediana,ECOSTA S DE RL DE CV,Micro,Habilitado,PoC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,769907,MANTTO. PREVENTIVO DE MAQUINARIA Y EQUIPO,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N54-2015,,2015-02-25 13:18,2015-02-26 11:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,697542,MANTTO. PREVENTIVO DE MAQUINARIA Y EQUIPO,2015-02-26,2015-02-26,31301.45,MXN,Expirado,No,,,,,0,0,0,,Micro,NADXIELY GUADALUPE NIÑO CHAVEZ,,Habilitado,UC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,768568,ELABORACION DE ESTUDIO Y PROPUESTAS PARA LICITACIÓN PRESTACION SERV. MANIOBRAS,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N53-2015,,2015-02-23 18:16,2015-02-24 11:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,696594,ELABORACION DE ESTUDIO Y PROPUESTAS PARA LICITACIÓN PRESTACION SERV. MANIOBRAS,2015-02-25,2015-02-25,100000,MXN,Expirado,No,,,,,0,0,0,,Pequeña,"DIAZ ESTUA Y ASOCIADOS, S. DE R.L. DE C.V.",,Habilitado,UC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,768528,EQUIPO DE COMPUTO PARA EL CALT 2014,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N48-2015,,2015-02-23 17:36,2015-02-24 11:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Mixta,696550,EQUIPO DE COMPUTO PARA EL CALT 2014,2015-02-25,2015-02-25,1425395,MXN,Expirado,No,,,,,0,0,0,,Mediana,SISTEMAS ELECTRONICOS DE COMUNICACION DE LOS MOCHIS SA DE CV,Micro,Habilitado,PoC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,768531,ACTUALIZACION CONTABLE 2014,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N49-2015,,2015-02-23 17:39,2015-02-24 11:00,Nacional,Arrendamientos,Adjudicación Directa Federal,Mixta,696566,ACTUALIZACION CONTABLE 2014,2015-02-25,2015-02-25,494640,MXN,Expirado,No,,,,,0,0,0,,No MIPYME,ADVANCED CONSULTING SOLUTIONS,Mediana,Habilitado,PoC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,768533,DESARROLLO DE SISTEMA DE CONTROL DE ACCESO Y MONITOREO,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N50-2015,,2015-02-23 17:43,2015-02-24 11:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,696577,DESARROLLO DE SISTEMA DE CONTROL DE ACCESO Y MONITOREO,2015-02-25,2015-02-25,800000,MXN,Expirado,No,,,,,0,0,0,,Mediana,LAB M SOLUCIONES CON TECNOLOGIA SA DE CV,Micro,Habilitado,PoC,
APF,API-Topolobampo,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",009J2W001,"API-Topolobampo-ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V. 2",Eduardo Alfonso De Lara Zaraín,768550,MANTTO. CORRECTIVO API-MEM-086,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009J2W001-N51-2015,,2015-02-23 17:58,2015-02-24 11:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,696585,MANTTO. CORRECTIVO API-MEM-086,2015-02-25,2015-02-25,28822.74,MXN,Expirado,No,,,,,0,0,0,,Pequeña,ROSALVA ALEJANDRA DOMINGUEZ LOPEZ,Micro,Habilitado,PoC,
